,ActualSales,Sales
0,4217.0,4019.711981143557
1,3895.0,3661.332117341084
2,3441.0,3733.3064161114744
3,4319.0,3658.8045951972063
4,2503.0,2247.3875909488447
5,2697.0,3067.5617812785767
6,2817.0,2778.716152273231
7,2681.0,2479.1078099113347
8,2890.0,2484.3882679575754
9,3113.0,2850.821109312221
10,2666.0,2127.7207617470476
11,5030.0,4345.368089977562
12,4987.0,3814.068847220153
13,4214.0,3667.7169924486843
14,3940.0,3592.632603000716
15,3672.0,3713.7121632864646
16,2478.0,2146.932417867777
17,3734.0,3139.201714031844
18,3011.0,2881.8711682072844
19,3451.0,2678.518227186314
20,2782.0,2660.3203213156166
21,3205.0,2840.4377545176994
22,2327.0,2258.550862183589
23,4964.0,4352.325560078836
24,3903.0,3756.717279860095
25,4099.0,3534.033743056892
26,4288.0,3328.8507505176253
27,3552.0,3388.39079160305
28,2729.0,1837.9211341770451
29,3236.0,2779.5843210962853
30,2868.0,2326.8043952038
31,2694.0,2112.1982290021306
32,2834.0,2182.1689234370715
33,2821.0,2375.102247351974
34,2090.0,1803.9803676455758
35,4405.0,3755.426080805627
36,3598.0,3239.679021829304
37,3646.0,2962.2997104819106
38,3297.0,2793.419767726225
39,3874.0,3171.02358178107
