,ActualSales,Sales
0,5944.0,6719.159376828848
1,6086.0,5589.141996697972
2,6067.0,5942.695540185157
3,5968.0,6597.565221855717
4,5524.0,6317.157515862276
5,5339.0,6431.893561114006
6,11055.0,12487.616239489269
7,8833.0,9036.773500164227
8,8471.0,7634.360996238627
9,7820.0,7137.649581693166
10,7553.0,6956.746432341146
11,8581.0,7432.094755349553
12,5347.0,5666.860641583866
13,12070.0,10837.970532000854
14,6584.0,6535.094738184591
15,5215.0,5642.10634543437
16,6705.0,5539.175745478975
17,5766.0,5321.468047152257
18,6471.0,5701.721720276489
19,5383.0,5747.414365414258
20,13183.0,11648.409832145924
21,9198.0,8522.858609635314
22,7626.0,7149.080464038296
23,7476.0,7147.153697148246
24,6985.0,7339.991263717313
25,7750.0,7698.979160788377
26,5424.0,5544.036891010155
27,13275.0,10915.66678518765
28,6502.0,7195.026326812819
29,5206.0,5694.926766342215
30,5504.0,5728.401941714714
31,5223.0,5713.733170179526
32,5791.0,6333.66007188298
33,5099.0,5576.338547732186
34,11421.0,11574.827169330587
35,7788.0,9054.60928243629
36,7533.0,7554.047406415048
37,7719.0,7743.204150444871
38,7187.0,7486.316342066578
39,7791.0,7784.734686350399
