,ActualSales,Sales
0,8129.0,8844.837840285567
1,7672.0,7642.234690876423
2,7241.0,7164.1368199295575
3,6820.0,6957.891970029312
4,2480.0,2536.3202259051486
5,4926.0,5881.894355190345
6,5203.0,5082.168211273206
7,4524.0,4910.79665190421
8,4403.0,4864.043815095114
9,4728.0,5412.273554803712
10,2466.0,3005.6761481068124
11,10474.0,10315.740830277991
12,11774.0,8832.671542183569
13,6779.0,7932.767293267851
14,6084.0,6844.501005432072
15,5948.0,6890.367095291017
16,2592.0,2367.023793448629
17,5446.0,6130.239727815978
18,5184.0,4776.93575843301
19,5876.0,4999.878596133101
20,5478.0,5091.850037438417
21,5451.0,5024.481223286396
22,3034.0,3187.6518959762234
23,10029.0,10597.09614301564
24,8241.0,9084.104321235473
25,8172.0,8213.84686868808
26,7231.0,7861.2879054282375
27,6243.0,7798.782074337273
28,2608.0,2437.3731925869665
29,5908.0,6123.543885881412
30,5847.0,4910.038904290968
31,4952.0,4920.124541895477
32,5328.0,5094.557292390795
33,4443.0,5126.02320671225
34,2572.0,2998.6427121529473
35,8293.0,10308.702178683157
36,9316.0,9019.404899453566
37,7179.0,8062.732146387518
38,7555.0,7681.9872547960495
39,8430.0,7781.9605644386
